model,target_item_idx,m,relevant_users,hits,precision,recall,ndcg,target_removed_from_profiles,candidate_users
TF-IDF Reverse,52,100,35,2,0.02,0.05714285714285714,0.03338334467733914,True,80889
TF-IDF Reverse,52,500,35,11,0.022,0.3142857142857143,0.14608844985534655,True,80889
TF-IDF Reverse,52,1000,35,11,0.011,0.3142857142857143,0.14608844985534655,True,80889
User Activity,52,100,35,0,0.0,0.0,0.0,True,80889
User Activity,52,500,35,0,0.0,0.0,0.0,True,80889
User Activity,52,1000,35,0,0.0,0.0,0.0,True,80889
Random Reverse,52,100,35,0,0.0,0.0,0.0,True,80889
Random Reverse,52,500,35,1,0.002,0.02857142857142857,0.010997893873266195,True,80889
Random Reverse,52,1000,35,1,0.001,0.02857142857142857,0.010997893873266195,True,80889
TF-IDF Reverse,53,100,20,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,53,500,20,1,0.002,0.05,0.01623650073515732,True,80889
TF-IDF Reverse,53,1000,20,1,0.001,0.05,0.01623650073515732,True,80889
User Activity,53,100,20,0,0.0,0.0,0.0,True,80889
User Activity,53,500,20,0,0.0,0.0,0.0,True,80889
User Activity,53,1000,20,0,0.0,0.0,0.0,True,80889
Random Reverse,53,100,20,0,0.0,0.0,0.0,True,80889
Random Reverse,53,500,20,0,0.0,0.0,0.0,True,80889
Random Reverse,53,1000,20,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,54,100,39,1,0.01,0.02564102564102564,0.014815648693762253,True,80889
TF-IDF Reverse,54,500,39,7,0.014,0.1794871794871795,0.087078088068791,True,80889
TF-IDF Reverse,54,1000,39,8,0.008,0.20512820512820512,0.09702804953581413,True,80889
User Activity,54,100,39,0,0.0,0.0,0.0,True,80889
User Activity,54,500,39,0,0.0,0.0,0.0,True,80889
User Activity,54,1000,39,0,0.0,0.0,0.0,True,80889
Random Reverse,54,100,39,0,0.0,0.0,0.0,True,80889
Random Reverse,54,500,39,1,0.002,0.02564102564102564,0.01069157995699618,True,80889
Random Reverse,54,1000,39,1,0.001,0.02564102564102564,0.01069157995699618,True,80889
TF-IDF Reverse,55,100,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,55,500,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,55,1000,14,0,0.0,0.0,0.0,True,80889
User Activity,55,100,14,0,0.0,0.0,0.0,True,80889
User Activity,55,500,14,0,0.0,0.0,0.0,True,80889
User Activity,55,1000,14,0,0.0,0.0,0.0,True,80889
Random Reverse,55,100,14,0,0.0,0.0,0.0,True,80889
Random Reverse,55,500,14,0,0.0,0.0,0.0,True,80889
Random Reverse,55,1000,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,56,100,213,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,56,500,213,4,0.008,0.018779342723004695,0.014530352160183323,True,80889
TF-IDF Reverse,56,1000,213,7,0.007,0.03286384976525822,0.023593541427047386,True,80889
User Activity,56,100,213,0,0.0,0.0,0.0,True,80889
User Activity,56,500,213,0,0.0,0.0,0.0,True,80889
User Activity,56,1000,213,0,0.0,0.0,0.0,True,80889
Random Reverse,56,100,213,0,0.0,0.0,0.0,True,80889
Random Reverse,56,500,213,0,0.0,0.0,0.0,True,80889
Random Reverse,56,1000,213,2,0.002,0.009389671361502348,0.005761831918213172,True,80889
TF-IDF Reverse,57,100,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,57,500,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,57,1000,7,0,0.0,0.0,0.0,True,80889
User Activity,57,100,7,0,0.0,0.0,0.0,True,80889
User Activity,57,500,7,0,0.0,0.0,0.0,True,80889
User Activity,57,1000,7,0,0.0,0.0,0.0,True,80889
Random Reverse,57,100,7,0,0.0,0.0,0.0,True,80889
Random Reverse,57,500,7,0,0.0,0.0,0.0,True,80889
Random Reverse,57,1000,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,58,100,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,58,500,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,58,1000,6,0,0.0,0.0,0.0,True,80889
User Activity,58,100,6,0,0.0,0.0,0.0,True,80889
User Activity,58,500,6,0,0.0,0.0,0.0,True,80889
User Activity,58,1000,6,0,0.0,0.0,0.0,True,80889
Random Reverse,58,100,6,0,0.0,0.0,0.0,True,80889
Random Reverse,58,500,6,0,0.0,0.0,0.0,True,80889
Random Reverse,58,1000,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,59,100,182,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,59,500,182,3,0.006,0.016483516483516484,0.010596251889005221,True,80889
TF-IDF Reverse,59,1000,182,6,0.006,0.03296703296703297,0.020040915552376578,True,80889
User Activity,59,100,182,0,0.0,0.0,0.0,True,80889
User Activity,59,500,182,2,0.004,0.01098901098901099,0.007059177193503213,True,80889
User Activity,59,1000,182,4,0.004,0.02197802197802198,0.013744459151893396,True,80889
Random Reverse,59,100,182,0,0.0,0.0,0.0,True,80889
Random Reverse,59,500,182,2,0.004,0.01098901098901099,0.007185938056701639,True,80889
Random Reverse,59,1000,182,2,0.002,0.01098901098901099,0.007185938056701639,True,80889
TF-IDF Reverse,61,100,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,61,500,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,61,1000,6,0,0.0,0.0,0.0,True,80889
User Activity,61,100,6,0,0.0,0.0,0.0,True,80889
User Activity,61,500,6,0,0.0,0.0,0.0,True,80889
User Activity,61,1000,6,0,0.0,0.0,0.0,True,80889
Random Reverse,61,100,6,0,0.0,0.0,0.0,True,80889
Random Reverse,61,500,6,0,0.0,0.0,0.0,True,80889
Random Reverse,61,1000,6,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,62,100,101,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,62,500,101,2,0.004,0.019801980198019802,0.012578033856076582,True,80889
TF-IDF Reverse,62,1000,101,2,0.002,0.019801980198019802,0.012578033856076582,True,80889
User Activity,62,100,101,0,0.0,0.0,0.0,True,80889
User Activity,62,500,101,0,0.0,0.0,0.0,True,80889
User Activity,62,1000,101,0,0.0,0.0,0.0,True,80889
Random Reverse,62,100,101,0,0.0,0.0,0.0,True,80889
Random Reverse,62,500,101,1,0.002,0.009900990099009901,0.005919082667740675,True,80889
Random Reverse,62,1000,101,1,0.001,0.009900990099009901,0.005919082667740675,True,80889
TF-IDF Reverse,63,100,36,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,63,500,36,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,63,1000,36,0,0.0,0.0,0.0,True,80889
User Activity,63,100,36,0,0.0,0.0,0.0,True,80889
User Activity,63,500,36,0,0.0,0.0,0.0,True,80889
User Activity,63,1000,36,0,0.0,0.0,0.0,True,80889
Random Reverse,63,100,36,0,0.0,0.0,0.0,True,80889
Random Reverse,63,500,36,0,0.0,0.0,0.0,True,80889
Random Reverse,63,1000,36,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,64,100,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,64,500,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,64,1000,5,0,0.0,0.0,0.0,True,80889
User Activity,64,100,5,0,0.0,0.0,0.0,True,80889
User Activity,64,500,5,0,0.0,0.0,0.0,True,80889
User Activity,64,1000,5,0,0.0,0.0,0.0,True,80889
Random Reverse,64,100,5,0,0.0,0.0,0.0,True,80889
Random Reverse,64,500,5,0,0.0,0.0,0.0,True,80889
Random Reverse,64,1000,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,65,100,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,65,500,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,65,1000,12,0,0.0,0.0,0.0,True,80889
User Activity,65,100,12,0,0.0,0.0,0.0,True,80889
User Activity,65,500,12,0,0.0,0.0,0.0,True,80889
User Activity,65,1000,12,0,0.0,0.0,0.0,True,80889
Random Reverse,65,100,12,0,0.0,0.0,0.0,True,80889
Random Reverse,65,500,12,0,0.0,0.0,0.0,True,80889
Random Reverse,65,1000,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,66,100,45,2,0.02,0.044444444444444446,0.031729544164708884,True,80889
TF-IDF Reverse,66,500,45,3,0.006,0.06666666666666667,0.042656295247545474,True,80889
TF-IDF Reverse,66,1000,45,4,0.004,0.08888888888888889,0.0516972497520623,True,80889
User Activity,66,100,45,0,0.0,0.0,0.0,True,80889
User Activity,66,500,45,0,0.0,0.0,0.0,True,80889
User Activity,66,1000,45,0,0.0,0.0,0.0,True,80889
Random Reverse,66,100,45,0,0.0,0.0,0.0,True,80889
Random Reverse,66,500,45,1,0.002,0.022222222222222223,0.009709700265825915,True,80889
Random Reverse,66,1000,45,1,0.001,0.022222222222222223,0.009709700265825915,True,80889
TF-IDF Reverse,67,100,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,67,500,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,67,1000,8,0,0.0,0.0,0.0,True,80889
User Activity,67,100,8,0,0.0,0.0,0.0,True,80889
User Activity,67,500,8,0,0.0,0.0,0.0,True,80889
User Activity,67,1000,8,0,0.0,0.0,0.0,True,80889
Random Reverse,67,100,8,0,0.0,0.0,0.0,True,80889
Random Reverse,67,500,8,0,0.0,0.0,0.0,True,80889
Random Reverse,67,1000,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,68,100,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,68,500,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,68,1000,8,0,0.0,0.0,0.0,True,80889
User Activity,68,100,8,0,0.0,0.0,0.0,True,80889
User Activity,68,500,8,0,0.0,0.0,0.0,True,80889
User Activity,68,1000,8,0,0.0,0.0,0.0,True,80889
Random Reverse,68,100,8,0,0.0,0.0,0.0,True,80889
Random Reverse,68,500,8,0,0.0,0.0,0.0,True,80889
Random Reverse,68,1000,8,1,0.001,0.125,0.027465550095695904,True,80889
TF-IDF Reverse,69,100,116,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,69,500,116,2,0.004,0.017241379310344827,0.009828083495674612,True,80889
TF-IDF Reverse,69,1000,116,6,0.006,0.05172413793103448,0.027406562884172928,True,80889
User Activity,69,100,116,0,0.0,0.0,0.0,True,80889
User Activity,69,500,116,0,0.0,0.0,0.0,True,80889
User Activity,69,1000,116,0,0.0,0.0,0.0,True,80889
Random Reverse,69,100,116,0,0.0,0.0,0.0,True,80889
Random Reverse,69,500,116,0,0.0,0.0,0.0,True,80889
Random Reverse,69,1000,116,1,0.001,0.008620689655172414,0.004742245391386434,True,80889
TF-IDF Reverse,70,100,44,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,70,500,44,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,70,1000,44,0,0.0,0.0,0.0,True,80889
User Activity,70,100,44,0,0.0,0.0,0.0,True,80889
User Activity,70,500,44,0,0.0,0.0,0.0,True,80889
User Activity,70,1000,44,0,0.0,0.0,0.0,True,80889
Random Reverse,70,100,44,0,0.0,0.0,0.0,True,80889
Random Reverse,70,500,44,0,0.0,0.0,0.0,True,80889
Random Reverse,70,1000,44,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,71,100,87,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,71,500,87,2,0.004,0.022988505747126436,0.013594873651672296,True,80889
TF-IDF Reverse,71,1000,87,4,0.004,0.04597701149425287,0.024899511125674702,True,80889
User Activity,71,100,87,0,0.0,0.0,0.0,True,80889
User Activity,71,500,87,0,0.0,0.0,0.0,True,80889
User Activity,71,1000,87,0,0.0,0.0,0.0,True,80889
Random Reverse,71,100,87,0,0.0,0.0,0.0,True,80889
Random Reverse,71,500,87,2,0.004,0.022988505747126436,0.013099039833796657,True,80889
Random Reverse,71,1000,87,2,0.002,0.022988505747126436,0.013099039833796657,True,80889
TF-IDF Reverse,72,100,13,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,72,500,13,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,72,1000,13,0,0.0,0.0,0.0,True,80889
User Activity,72,100,13,0,0.0,0.0,0.0,True,80889
User Activity,72,500,13,0,0.0,0.0,0.0,True,80889
User Activity,72,1000,13,0,0.0,0.0,0.0,True,80889
Random Reverse,72,100,13,0,0.0,0.0,0.0,True,80889
Random Reverse,72,500,13,0,0.0,0.0,0.0,True,80889
Random Reverse,72,1000,13,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,73,100,83,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,73,500,83,3,0.006,0.03614457831325301,0.018721829916801304,True,80889
TF-IDF Reverse,73,1000,83,4,0.004,0.04819277108433735,0.024480461416490892,True,80889
User Activity,73,100,83,0,0.0,0.0,0.0,True,80889
User Activity,73,500,83,1,0.002,0.012048192771084338,0.0061412992171576575,True,80889
User Activity,73,1000,83,1,0.001,0.012048192771084338,0.0061412992171576575,True,80889
Random Reverse,73,100,83,0,0.0,0.0,0.0,True,80889
Random Reverse,73,500,83,0,0.0,0.0,0.0,True,80889
Random Reverse,73,1000,83,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,74,100,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,74,500,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,74,1000,7,0,0.0,0.0,0.0,True,80889
User Activity,74,100,7,0,0.0,0.0,0.0,True,80889
User Activity,74,500,7,0,0.0,0.0,0.0,True,80889
User Activity,74,1000,7,0,0.0,0.0,0.0,True,80889
Random Reverse,74,100,7,0,0.0,0.0,0.0,True,80889
Random Reverse,74,500,7,0,0.0,0.0,0.0,True,80889
Random Reverse,74,1000,7,1,0.001,0.14285714285714285,0.02785300185393371,True,80889
TF-IDF Reverse,75,100,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,75,500,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,75,1000,14,1,0.001,0.07142857142857142,0.01862204671505305,True,80889
User Activity,75,100,14,0,0.0,0.0,0.0,True,80889
User Activity,75,500,14,0,0.0,0.0,0.0,True,80889
User Activity,75,1000,14,0,0.0,0.0,0.0,True,80889
Random Reverse,75,100,14,0,0.0,0.0,0.0,True,80889
Random Reverse,75,500,14,0,0.0,0.0,0.0,True,80889
Random Reverse,75,1000,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,76,100,20,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,76,500,20,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,76,1000,20,1,0.001,0.05,0.015182758847814755,True,80889
User Activity,76,100,20,0,0.0,0.0,0.0,True,80889
User Activity,76,500,20,0,0.0,0.0,0.0,True,80889
User Activity,76,1000,20,0,0.0,0.0,0.0,True,80889
Random Reverse,76,100,20,0,0.0,0.0,0.0,True,80889
Random Reverse,76,500,20,1,0.002,0.05,0.020600985335616818,True,80889
Random Reverse,76,1000,20,1,0.001,0.05,0.020600985335616818,True,80889
TF-IDF Reverse,77,100,246,1,0.01,0.0040650406504065045,0.007431770255944572,True,80889
TF-IDF Reverse,77,500,246,3,0.006,0.012195121951219513,0.010111320306610992,True,80889
TF-IDF Reverse,77,1000,246,3,0.003,0.012195121951219513,0.010111320306610992,True,80889
User Activity,77,100,246,0,0.0,0.0,0.0,True,80889
User Activity,77,500,246,2,0.004,0.008130081300813009,0.005579743966993199,True,80889
User Activity,77,1000,246,6,0.006,0.024390243902439025,0.01585880350140785,True,80889
Random Reverse,77,100,246,0,0.0,0.0,0.0,True,80889
Random Reverse,77,500,246,1,0.002,0.0040650406504065045,0.0031019487554573453,True,80889
Random Reverse,77,1000,246,1,0.001,0.0040650406504065045,0.0031019487554573453,True,80889
TF-IDF Reverse,78,100,40,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,78,500,40,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,78,1000,40,0,0.0,0.0,0.0,True,80889
User Activity,78,100,40,0,0.0,0.0,0.0,True,80889
User Activity,78,500,40,0,0.0,0.0,0.0,True,80889
User Activity,78,1000,40,0,0.0,0.0,0.0,True,80889
Random Reverse,78,100,40,0,0.0,0.0,0.0,True,80889
Random Reverse,78,500,40,0,0.0,0.0,0.0,True,80889
Random Reverse,78,1000,40,1,0.001,0.025,0.009250787169462437,True,80889
TF-IDF Reverse,80,100,23,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,80,500,23,1,0.002,0.043478260869565216,0.015147054625524157,True,80889
TF-IDF Reverse,80,1000,23,1,0.001,0.043478260869565216,0.015147054625524157,True,80889
User Activity,80,100,23,0,0.0,0.0,0.0,True,80889
User Activity,80,500,23,0,0.0,0.0,0.0,True,80889
User Activity,80,1000,23,0,0.0,0.0,0.0,True,80889
Random Reverse,80,100,23,0,0.0,0.0,0.0,True,80889
Random Reverse,80,500,23,0,0.0,0.0,0.0,True,80889
Random Reverse,80,1000,23,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,81,100,19,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,81,500,19,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,81,1000,19,1,0.001,0.05263157894736842,0.0160471835476751,True,80889
User Activity,81,100,19,0,0.0,0.0,0.0,True,80889
User Activity,81,500,19,0,0.0,0.0,0.0,True,80889
User Activity,81,1000,19,0,0.0,0.0,0.0,True,80889
Random Reverse,81,100,19,0,0.0,0.0,0.0,True,80889
Random Reverse,81,500,19,0,0.0,0.0,0.0,True,80889
Random Reverse,81,1000,19,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,83,100,31,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,83,500,31,1,0.002,0.03225806451612903,0.012509377773990957,True,80889
TF-IDF Reverse,83,1000,31,1,0.001,0.03225806451612903,0.012509377773990957,True,80889
User Activity,83,100,31,0,0.0,0.0,0.0,True,80889
User Activity,83,500,31,0,0.0,0.0,0.0,True,80889
User Activity,83,1000,31,0,0.0,0.0,0.0,True,80889
Random Reverse,83,100,31,0,0.0,0.0,0.0,True,80889
Random Reverse,83,500,31,1,0.002,0.03225806451612903,0.012609024866626638,True,80889
Random Reverse,83,1000,31,1,0.001,0.03225806451612903,0.012609024866626638,True,80889
TF-IDF Reverse,85,100,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,85,500,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,85,1000,8,0,0.0,0.0,0.0,True,80889
User Activity,85,100,8,0,0.0,0.0,0.0,True,80889
User Activity,85,500,8,0,0.0,0.0,0.0,True,80889
User Activity,85,1000,8,0,0.0,0.0,0.0,True,80889
Random Reverse,85,100,8,0,0.0,0.0,0.0,True,80889
Random Reverse,85,500,8,0,0.0,0.0,0.0,True,80889
Random Reverse,85,1000,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,87,100,38,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,87,500,38,1,0.002,0.02631578947368421,0.011346573083640493,True,80889
TF-IDF Reverse,87,1000,38,2,0.002,0.05263157894736842,0.02078008263418906,True,80889
User Activity,87,100,38,0,0.0,0.0,0.0,True,80889
User Activity,87,500,38,0,0.0,0.0,0.0,True,80889
User Activity,87,1000,38,0,0.0,0.0,0.0,True,80889
Random Reverse,87,100,38,0,0.0,0.0,0.0,True,80889
Random Reverse,87,500,38,0,0.0,0.0,0.0,True,80889
Random Reverse,87,1000,38,1,0.001,0.02631578947368421,0.010105921545711397,True,80889
TF-IDF Reverse,88,100,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,88,500,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,88,1000,10,0,0.0,0.0,0.0,True,80889
User Activity,88,100,10,0,0.0,0.0,0.0,True,80889
User Activity,88,500,10,0,0.0,0.0,0.0,True,80889
User Activity,88,1000,10,0,0.0,0.0,0.0,True,80889
Random Reverse,88,100,10,0,0.0,0.0,0.0,True,80889
Random Reverse,88,500,10,0,0.0,0.0,0.0,True,80889
Random Reverse,88,1000,10,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,90,100,24,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,90,500,24,5,0.01,0.20833333333333334,0.07822789738387625,True,80889
TF-IDF Reverse,90,1000,24,9,0.009,0.375,0.13266786886318876,True,80889
User Activity,90,100,24,0,0.0,0.0,0.0,True,80889
User Activity,90,500,24,0,0.0,0.0,0.0,True,80889
User Activity,90,1000,24,0,0.0,0.0,0.0,True,80889
Random Reverse,90,100,24,0,0.0,0.0,0.0,True,80889
Random Reverse,90,500,24,0,0.0,0.0,0.0,True,80889
Random Reverse,90,1000,24,1,0.001,0.041666666666666664,0.012931891453561103,True,80889
TF-IDF Reverse,91,100,26,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,91,500,26,1,0.002,0.038461538461538464,0.013625694133405749,True,80889
TF-IDF Reverse,91,1000,26,3,0.003,0.11538461538461539,0.03965171212865234,True,80889
User Activity,91,100,26,0,0.0,0.0,0.0,True,80889
User Activity,91,500,26,0,0.0,0.0,0.0,True,80889
User Activity,91,1000,26,0,0.0,0.0,0.0,True,80889
Random Reverse,91,100,26,0,0.0,0.0,0.0,True,80889
Random Reverse,91,500,26,0,0.0,0.0,0.0,True,80889
Random Reverse,91,1000,26,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,92,100,36,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,92,500,36,14,0.028,0.3888888888888889,0.15564513210049835,True,80889
TF-IDF Reverse,92,1000,36,16,0.016,0.4444444444444444,0.17576410789820332,True,80889
User Activity,92,100,36,0,0.0,0.0,0.0,True,80889
User Activity,92,500,36,0,0.0,0.0,0.0,True,80889
User Activity,92,1000,36,0,0.0,0.0,0.0,True,80889
Random Reverse,92,100,36,0,0.0,0.0,0.0,True,80889
Random Reverse,92,500,36,0,0.0,0.0,0.0,True,80889
Random Reverse,92,1000,36,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,96,100,53,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,96,500,53,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,96,1000,53,0,0.0,0.0,0.0,True,80889
User Activity,96,100,53,0,0.0,0.0,0.0,True,80889
User Activity,96,500,53,0,0.0,0.0,0.0,True,80889
User Activity,96,1000,53,0,0.0,0.0,0.0,True,80889
Random Reverse,96,100,53,0,0.0,0.0,0.0,True,80889
Random Reverse,96,500,53,0,0.0,0.0,0.0,True,80889
Random Reverse,96,1000,53,1,0.001,0.018867924528301886,0.00813858704345598,True,80889
TF-IDF Reverse,99,100,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,99,500,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,99,1000,5,0,0.0,0.0,0.0,True,80889
User Activity,99,100,5,0,0.0,0.0,0.0,True,80889
User Activity,99,500,5,0,0.0,0.0,0.0,True,80889
User Activity,99,1000,5,0,0.0,0.0,0.0,True,80889
Random Reverse,99,100,5,0,0.0,0.0,0.0,True,80889
Random Reverse,99,500,5,0,0.0,0.0,0.0,True,80889
Random Reverse,99,1000,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,100,100,62,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,100,500,62,1,0.002,0.016129032258064516,0.008297153057059694,True,80889
TF-IDF Reverse,100,1000,62,3,0.003,0.04838709677419355,0.021998186059053664,True,80889
User Activity,100,100,62,0,0.0,0.0,0.0,True,80889
User Activity,100,500,62,0,0.0,0.0,0.0,True,80889
User Activity,100,1000,62,0,0.0,0.0,0.0,True,80889
Random Reverse,100,100,62,0,0.0,0.0,0.0,True,80889
Random Reverse,100,500,62,2,0.004,0.03225806451612903,0.016844672764682864,True,80889
Random Reverse,100,1000,62,2,0.002,0.03225806451612903,0.016844672764682864,True,80889
TF-IDF Reverse,101,100,26,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,101,500,26,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,101,1000,26,0,0.0,0.0,0.0,True,80889
User Activity,101,100,26,0,0.0,0.0,0.0,True,80889
User Activity,101,500,26,0,0.0,0.0,0.0,True,80889
User Activity,101,1000,26,0,0.0,0.0,0.0,True,80889
Random Reverse,101,100,26,1,0.01,0.038461538461538464,0.019305120432025837,True,80889
Random Reverse,101,500,26,1,0.002,0.038461538461538464,0.019305120432025837,True,80889
Random Reverse,101,1000,26,1,0.001,0.038461538461538464,0.019305120432025837,True,80889
TF-IDF Reverse,103,100,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,103,500,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,103,1000,5,0,0.0,0.0,0.0,True,80889
User Activity,103,100,5,0,0.0,0.0,0.0,True,80889
User Activity,103,500,5,0,0.0,0.0,0.0,True,80889
User Activity,103,1000,5,0,0.0,0.0,0.0,True,80889
Random Reverse,103,100,5,0,0.0,0.0,0.0,True,80889
Random Reverse,103,500,5,0,0.0,0.0,0.0,True,80889
Random Reverse,103,1000,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,104,100,21,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,104,500,21,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,104,1000,21,0,0.0,0.0,0.0,True,80889
User Activity,104,100,21,0,0.0,0.0,0.0,True,80889
User Activity,104,500,21,0,0.0,0.0,0.0,True,80889
User Activity,104,1000,21,0,0.0,0.0,0.0,True,80889
Random Reverse,104,100,21,0,0.0,0.0,0.0,True,80889
Random Reverse,104,500,21,0,0.0,0.0,0.0,True,80889
Random Reverse,104,1000,21,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,105,100,8,1,0.01,0.125,0.045793403745618515,True,80889
TF-IDF Reverse,105,500,8,1,0.002,0.125,0.045793403745618515,True,80889
TF-IDF Reverse,105,1000,8,1,0.001,0.125,0.045793403745618515,True,80889
User Activity,105,100,8,0,0.0,0.0,0.0,True,80889
User Activity,105,500,8,0,0.0,0.0,0.0,True,80889
User Activity,105,1000,8,0,0.0,0.0,0.0,True,80889
Random Reverse,105,100,8,0,0.0,0.0,0.0,True,80889
Random Reverse,105,500,8,0,0.0,0.0,0.0,True,80889
Random Reverse,105,1000,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,108,100,67,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,108,500,67,2,0.004,0.029850746268656716,0.016408508628459672,True,80889
TF-IDF Reverse,108,1000,67,4,0.004,0.05970149253731343,0.029418020776475137,True,80889
User Activity,108,100,67,0,0.0,0.0,0.0,True,80889
User Activity,108,500,67,1,0.002,0.014925373134328358,0.007547619393500757,True,80889
User Activity,108,1000,67,1,0.001,0.014925373134328358,0.007547619393500757,True,80889
Random Reverse,108,100,67,0,0.0,0.0,0.0,True,80889
