model,target_item_idx,m,relevant_users,hits,precision,recall,ndcg,target_removed_from_profiles,candidate_users
Random Reverse,980,100,14,0,0.0,0.0,0.0,True,80889
Random Reverse,980,500,14,0,0.0,0.0,0.0,True,80889
Random Reverse,980,1000,14,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,982,100,21,1,0.01,0.047619047619047616,0.023599877831987748,True,80889
TF-IDF Reverse,982,500,21,1,0.002,0.047619047619047616,0.023599877831987748,True,80889
TF-IDF Reverse,982,1000,21,2,0.002,0.09523809523809523,0.03764043802485782,True,80889
User Activity,982,100,21,0,0.0,0.0,0.0,True,80889
User Activity,982,500,21,0,0.0,0.0,0.0,True,80889
User Activity,982,1000,21,0,0.0,0.0,0.0,True,80889
Random Reverse,982,100,21,0,0.0,0.0,0.0,True,80889
Random Reverse,982,500,21,0,0.0,0.0,0.0,True,80889
Random Reverse,982,1000,21,1,0.001,0.047619047619047616,0.01436160983742526,True,80889
TF-IDF Reverse,983,100,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,983,500,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,983,1000,7,0,0.0,0.0,0.0,True,80889
User Activity,983,100,7,0,0.0,0.0,0.0,True,80889
User Activity,983,500,7,0,0.0,0.0,0.0,True,80889
User Activity,983,1000,7,0,0.0,0.0,0.0,True,80889
Random Reverse,983,100,7,0,0.0,0.0,0.0,True,80889
Random Reverse,983,500,7,0,0.0,0.0,0.0,True,80889
Random Reverse,983,1000,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,984,100,36,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,984,500,36,3,0.006,0.08333333333333333,0.03268978751394271,True,80889
TF-IDF Reverse,984,1000,36,3,0.003,0.08333333333333333,0.03268978751394271,True,80889
User Activity,984,100,36,0,0.0,0.0,0.0,True,80889
User Activity,984,500,36,1,0.002,0.027777777777777776,0.011625001241387871,True,80889
User Activity,984,1000,36,1,0.001,0.027777777777777776,0.011625001241387871,True,80889
Random Reverse,984,100,36,0,0.0,0.0,0.0,True,80889
Random Reverse,984,500,36,0,0.0,0.0,0.0,True,80889
Random Reverse,984,1000,36,1,0.001,0.027777777777777776,0.010712655330358173,True,80889
TF-IDF Reverse,985,100,33,1,0.01,0.030303030303030304,0.015711816143688807,True,80889
TF-IDF Reverse,985,500,33,10,0.02,0.30303030303030304,0.12388950848517363,True,80889
TF-IDF Reverse,985,1000,33,11,0.011,0.3333333333333333,0.13472964163629575,True,80889
User Activity,985,100,33,0,0.0,0.0,0.0,True,80889
User Activity,985,500,33,0,0.0,0.0,0.0,True,80889
User Activity,985,1000,33,0,0.0,0.0,0.0,True,80889
Random Reverse,985,100,33,0,0.0,0.0,0.0,True,80889
Random Reverse,985,500,33,0,0.0,0.0,0.0,True,80889
Random Reverse,985,1000,33,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,986,100,29,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,986,500,29,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,986,1000,29,0,0.0,0.0,0.0,True,80889
User Activity,986,100,29,0,0.0,0.0,0.0,True,80889
User Activity,986,500,29,0,0.0,0.0,0.0,True,80889
User Activity,986,1000,29,0,0.0,0.0,0.0,True,80889
Random Reverse,986,100,29,1,0.01,0.034482758620689655,0.03016141060656478,True,80889
Random Reverse,986,500,29,1,0.002,0.034482758620689655,0.03016141060656478,True,80889
Random Reverse,986,1000,29,1,0.001,0.034482758620689655,0.03016141060656478,True,80889
TF-IDF Reverse,989,100,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,989,500,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,989,1000,7,0,0.0,0.0,0.0,True,80889
User Activity,989,100,7,0,0.0,0.0,0.0,True,80889
User Activity,989,500,7,0,0.0,0.0,0.0,True,80889
User Activity,989,1000,7,0,0.0,0.0,0.0,True,80889
Random Reverse,989,100,7,0,0.0,0.0,0.0,True,80889
Random Reverse,989,500,7,0,0.0,0.0,0.0,True,80889
Random Reverse,989,1000,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,990,100,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,990,500,17,2,0.004,0.11764705882352941,0.03767682953948859,True,80889
TF-IDF Reverse,990,1000,17,2,0.002,0.11764705882352941,0.03767682953948859,True,80889
User Activity,990,100,17,0,0.0,0.0,0.0,True,80889
User Activity,990,500,17,0,0.0,0.0,0.0,True,80889
User Activity,990,1000,17,0,0.0,0.0,0.0,True,80889
Random Reverse,990,100,17,0,0.0,0.0,0.0,True,80889
Random Reverse,990,500,17,0,0.0,0.0,0.0,True,80889
Random Reverse,990,1000,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,992,100,170,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,992,500,170,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,992,1000,170,0,0.0,0.0,0.0,True,80889
User Activity,992,100,170,0,0.0,0.0,0.0,True,80889
User Activity,992,500,170,0,0.0,0.0,0.0,True,80889
User Activity,992,1000,170,0,0.0,0.0,0.0,True,80889
Random Reverse,992,100,170,1,0.01,0.0058823529411764705,0.0071728756865922965,True,80889
Random Reverse,992,500,170,2,0.004,0.011764705882352941,0.008645412334046396,True,80889
Random Reverse,992,1000,170,2,0.002,0.011764705882352941,0.008645412334046396,True,80889
TF-IDF Reverse,993,100,73,3,0.03,0.0410958904109589,0.030890938867497036,True,80889
TF-IDF Reverse,993,500,73,6,0.012,0.0821917808219178,0.054567892836774656,True,80889
TF-IDF Reverse,993,1000,73,9,0.009,0.1232876712328767,0.07299483076498657,True,80889
User Activity,993,100,73,1,0.01,0.0136986301369863,0.01285341547472115,True,80889
User Activity,993,500,73,6,0.012,0.0821917808219178,0.04934662073202403,True,80889
User Activity,993,1000,73,12,0.012,0.1643835616438356,0.08726606763915391,True,80889
Random Reverse,993,100,73,1,0.01,0.0136986301369863,0.010064416886915813,True,80889
Random Reverse,993,500,73,1,0.002,0.0136986301369863,0.010064416886915813,True,80889
Random Reverse,993,1000,73,1,0.001,0.0136986301369863,0.010064416886915813,True,80889
TF-IDF Reverse,994,100,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,994,500,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,994,1000,18,0,0.0,0.0,0.0,True,80889
User Activity,994,100,18,0,0.0,0.0,0.0,True,80889
User Activity,994,500,18,0,0.0,0.0,0.0,True,80889
User Activity,994,1000,18,0,0.0,0.0,0.0,True,80889
Random Reverse,994,100,18,0,0.0,0.0,0.0,True,80889
Random Reverse,994,500,18,0,0.0,0.0,0.0,True,80889
Random Reverse,994,1000,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,995,100,24,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,995,500,24,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,995,1000,24,0,0.0,0.0,0.0,True,80889
User Activity,995,100,24,0,0.0,0.0,0.0,True,80889
User Activity,995,500,24,0,0.0,0.0,0.0,True,80889
User Activity,995,1000,24,0,0.0,0.0,0.0,True,80889
Random Reverse,995,100,24,0,0.0,0.0,0.0,True,80889
Random Reverse,995,500,24,1,0.002,0.041666666666666664,0.01647393680246343,True,80889
Random Reverse,995,1000,24,2,0.002,0.08333333333333333,0.030325790133831198,True,80889
TF-IDF Reverse,996,100,97,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,996,500,97,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,996,1000,97,0,0.0,0.0,0.0,True,80889
User Activity,996,100,97,0,0.0,0.0,0.0,True,80889
User Activity,996,500,97,0,0.0,0.0,0.0,True,80889
User Activity,996,1000,97,0,0.0,0.0,0.0,True,80889
Random Reverse,996,100,97,0,0.0,0.0,0.0,True,80889
Random Reverse,996,500,97,0,0.0,0.0,0.0,True,80889
Random Reverse,996,1000,97,1,0.001,0.010309278350515464,0.005293140108469487,True,80889
TF-IDF Reverse,997,100,109,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,997,500,109,5,0.01,0.045871559633027525,0.028887347648764678,True,80889
TF-IDF Reverse,997,1000,109,5,0.005,0.045871559633027525,0.028887347648764678,True,80889
User Activity,997,100,109,0,0.0,0.0,0.0,True,80889
User Activity,997,500,109,0,0.0,0.0,0.0,True,80889
User Activity,997,1000,109,0,0.0,0.0,0.0,True,80889
Random Reverse,997,100,109,0,0.0,0.0,0.0,True,80889
Random Reverse,997,500,109,0,0.0,0.0,0.0,True,80889
Random Reverse,997,1000,109,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,998,100,55,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,998,500,55,2,0.004,0.03636363636363636,0.019124309054206732,True,80889
TF-IDF Reverse,998,1000,55,2,0.002,0.03636363636363636,0.019124309054206732,True,80889
User Activity,998,100,55,0,0.0,0.0,0.0,True,80889
User Activity,998,500,55,0,0.0,0.0,0.0,True,80889
User Activity,998,1000,55,0,0.0,0.0,0.0,True,80889
Random Reverse,998,100,55,0,0.0,0.0,0.0,True,80889
Random Reverse,998,500,55,0,0.0,0.0,0.0,True,80889
Random Reverse,998,1000,55,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,999,100,11,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,999,500,11,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,999,1000,11,1,0.001,0.09090909090909091,0.02084068747553549,True,80889
User Activity,999,100,11,0,0.0,0.0,0.0,True,80889
User Activity,999,500,11,0,0.0,0.0,0.0,True,80889
User Activity,999,1000,11,0,0.0,0.0,0.0,True,80889
Random Reverse,999,100,11,0,0.0,0.0,0.0,True,80889
Random Reverse,999,500,11,0,0.0,0.0,0.0,True,80889
Random Reverse,999,1000,11,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1000,100,50,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1000,500,50,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1000,1000,50,0,0.0,0.0,0.0,True,80889
User Activity,1000,100,50,0,0.0,0.0,0.0,True,80889
User Activity,1000,500,50,0,0.0,0.0,0.0,True,80889
User Activity,1000,1000,50,0,0.0,0.0,0.0,True,80889
Random Reverse,1000,100,50,0,0.0,0.0,0.0,True,80889
Random Reverse,1000,500,50,0,0.0,0.0,0.0,True,80889
Random Reverse,1000,1000,50,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1001,100,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1001,500,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1001,1000,8,2,0.002,0.25,0.05173901163700575,True,80889
User Activity,1001,100,8,0,0.0,0.0,0.0,True,80889
User Activity,1001,500,8,1,0.002,0.125,0.028266911294705904,True,80889
User Activity,1001,1000,8,3,0.003,0.375,0.08084439348895671,True,80889
Random Reverse,1001,100,8,0,0.0,0.0,0.0,True,80889
Random Reverse,1001,500,8,0,0.0,0.0,0.0,True,80889
Random Reverse,1001,1000,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1004,100,24,1,0.01,0.041666666666666664,0.12627825946936164,True,80889
TF-IDF Reverse,1004,500,24,1,0.002,0.041666666666666664,0.12627825946936164,True,80889
TF-IDF Reverse,1004,1000,24,1,0.001,0.041666666666666664,0.12627825946936164,True,80889
User Activity,1004,100,24,0,0.0,0.0,0.0,True,80889
User Activity,1004,500,24,0,0.0,0.0,0.0,True,80889
User Activity,1004,1000,24,0,0.0,0.0,0.0,True,80889
Random Reverse,1004,100,24,0,0.0,0.0,0.0,True,80889
Random Reverse,1004,500,24,0,0.0,0.0,0.0,True,80889
Random Reverse,1004,1000,24,1,0.001,0.041666666666666664,0.012721589154278111,True,80889
TF-IDF Reverse,1005,100,108,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1005,500,108,4,0.008,0.037037037037037035,0.023831211019844572,True,80889
TF-IDF Reverse,1005,1000,108,6,0.006,0.05555555555555555,0.03303063955112956,True,80889
User Activity,1005,100,108,0,0.0,0.0,0.0,True,80889
User Activity,1005,500,108,0,0.0,0.0,0.0,True,80889
User Activity,1005,1000,108,0,0.0,0.0,0.0,True,80889
Random Reverse,1005,100,108,0,0.0,0.0,0.0,True,80889
Random Reverse,1005,500,108,1,0.002,0.009259259259259259,0.005101556613314546,True,80889
Random Reverse,1005,1000,108,2,0.002,0.018518518518518517,0.009961055555262577,True,80889
TF-IDF Reverse,1010,100,59,1,0.01,0.01694915254237288,0.016014432181805486,True,80889
TF-IDF Reverse,1010,500,59,1,0.002,0.01694915254237288,0.016014432181805486,True,80889
TF-IDF Reverse,1010,1000,59,2,0.002,0.03389830508474576,0.023610985111680857,True,80889
User Activity,1010,100,59,0,0.0,0.0,0.0,True,80889
User Activity,1010,500,59,0,0.0,0.0,0.0,True,80889
User Activity,1010,1000,59,0,0.0,0.0,0.0,True,80889
Random Reverse,1010,100,59,0,0.0,0.0,0.0,True,80889
Random Reverse,1010,500,59,0,0.0,0.0,0.0,True,80889
Random Reverse,1010,1000,59,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1011,100,123,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1011,500,123,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1011,1000,123,0,0.0,0.0,0.0,True,80889
User Activity,1011,100,123,0,0.0,0.0,0.0,True,80889
User Activity,1011,500,123,0,0.0,0.0,0.0,True,80889
User Activity,1011,1000,123,0,0.0,0.0,0.0,True,80889
Random Reverse,1011,100,123,0,0.0,0.0,0.0,True,80889
Random Reverse,1011,500,123,1,0.002,0.008130081300813009,0.004673458773553472,True,80889
Random Reverse,1011,1000,123,2,0.002,0.016260162601626018,0.008899347821606849,True,80889
TF-IDF Reverse,1012,100,9,1,0.01,0.1111111111111111,0.03932316244557903,True,80889
TF-IDF Reverse,1012,500,9,1,0.002,0.1111111111111111,0.03932316244557903,True,80889
TF-IDF Reverse,1012,1000,9,2,0.002,0.2222222222222222,0.06387446925804864,True,80889
User Activity,1012,100,9,0,0.0,0.0,0.0,True,80889
User Activity,1012,500,9,0,0.0,0.0,0.0,True,80889
User Activity,1012,1000,9,0,0.0,0.0,0.0,True,80889
Random Reverse,1012,100,9,0,0.0,0.0,0.0,True,80889
Random Reverse,1012,500,9,0,0.0,0.0,0.0,True,80889
Random Reverse,1012,1000,9,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1013,100,339,3,0.03,0.008849557522123894,0.027499369782814864,True,80889
TF-IDF Reverse,1013,500,339,4,0.008,0.011799410029498525,0.013412021147539869,True,80889
TF-IDF Reverse,1013,1000,339,5,0.005,0.014749262536873156,0.015436867353819836,True,80889
User Activity,1013,100,339,0,0.0,0.0,0.0,True,80889
User Activity,1013,500,339,0,0.0,0.0,0.0,True,80889
User Activity,1013,1000,339,0,0.0,0.0,0.0,True,80889
Random Reverse,1013,100,339,1,0.01,0.0029498525073746312,0.012224177281673113,True,80889
Random Reverse,1013,500,339,1,0.002,0.0029498525073746312,0.0049162742132411175,True,80889
Random Reverse,1013,1000,339,6,0.006,0.017699115044247787,0.015174503205086627,True,80889
TF-IDF Reverse,1014,100,66,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1014,500,66,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1014,1000,66,0,0.0,0.0,0.0,True,80889
User Activity,1014,100,66,0,0.0,0.0,0.0,True,80889
User Activity,1014,500,66,0,0.0,0.0,0.0,True,80889
User Activity,1014,1000,66,0,0.0,0.0,0.0,True,80889
Random Reverse,1014,100,66,0,0.0,0.0,0.0,True,80889
Random Reverse,1014,500,66,0,0.0,0.0,0.0,True,80889
Random Reverse,1014,1000,66,1,0.001,0.015151515151515152,0.006448774499135631,True,80889
TF-IDF Reverse,1016,100,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1016,500,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1016,1000,5,0,0.0,0.0,0.0,True,80889
User Activity,1016,100,5,0,0.0,0.0,0.0,True,80889
User Activity,1016,500,5,0,0.0,0.0,0.0,True,80889
User Activity,1016,1000,5,0,0.0,0.0,0.0,True,80889
Random Reverse,1016,100,5,0,0.0,0.0,0.0,True,80889
Random Reverse,1016,500,5,0,0.0,0.0,0.0,True,80889
Random Reverse,1016,1000,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1017,100,64,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1017,500,64,2,0.004,0.03125,0.01595029183076221,True,80889
TF-IDF Reverse,1017,1000,64,3,0.003,0.046875,0.022730604886159543,True,80889
User Activity,1017,100,64,0,0.0,0.0,0.0,True,80889
User Activity,1017,500,64,0,0.0,0.0,0.0,True,80889
User Activity,1017,1000,64,0,0.0,0.0,0.0,True,80889
Random Reverse,1017,100,64,0,0.0,0.0,0.0,True,80889
Random Reverse,1017,500,64,0,0.0,0.0,0.0,True,80889
Random Reverse,1017,1000,64,1,0.001,0.015625,0.006820460845548593,True,80889
TF-IDF Reverse,1018,100,189,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1018,500,189,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1018,1000,189,0,0.0,0.0,0.0,True,80889
User Activity,1018,100,189,0,0.0,0.0,0.0,True,80889
User Activity,1018,500,189,0,0.0,0.0,0.0,True,80889
User Activity,1018,1000,189,0,0.0,0.0,0.0,True,80889
Random Reverse,1018,100,189,0,0.0,0.0,0.0,True,80889
Random Reverse,1018,500,189,1,0.002,0.005291005291005291,0.004338268312120912,True,80889
Random Reverse,1018,1000,189,2,0.002,0.010582010582010581,0.0074756088028218185,True,80889
TF-IDF Reverse,1019,100,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1019,500,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1019,1000,12,0,0.0,0.0,0.0,True,80889
User Activity,1019,100,12,0,0.0,0.0,0.0,True,80889
User Activity,1019,500,12,0,0.0,0.0,0.0,True,80889
User Activity,1019,1000,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1019,100,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1019,500,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1019,1000,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1020,100,26,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1020,500,26,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1020,1000,26,1,0.001,0.038461538461538464,0.012359820116105568,True,80889
User Activity,1020,100,26,0,0.0,0.0,0.0,True,80889
User Activity,1020,500,26,0,0.0,0.0,0.0,True,80889
User Activity,1020,1000,26,0,0.0,0.0,0.0,True,80889
Random Reverse,1020,100,26,0,0.0,0.0,0.0,True,80889
Random Reverse,1020,500,26,0,0.0,0.0,0.0,True,80889
Random Reverse,1020,1000,26,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1021,100,30,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1021,500,30,1,0.002,0.03333333333333333,0.013836356740495501,True,80889
TF-IDF Reverse,1021,1000,30,2,0.002,0.06666666666666667,0.025971911184979428,True,80889
User Activity,1021,100,30,0,0.0,0.0,0.0,True,80889
User Activity,1021,500,30,0,0.0,0.0,0.0,True,80889
User Activity,1021,1000,30,0,0.0,0.0,0.0,True,80889
Random Reverse,1021,100,30,0,0.0,0.0,0.0,True,80889
Random Reverse,1021,500,30,0,0.0,0.0,0.0,True,80889
Random Reverse,1021,1000,30,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1022,100,53,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1022,500,53,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1022,1000,53,0,0.0,0.0,0.0,True,80889
User Activity,1022,100,53,0,0.0,0.0,0.0,True,80889
User Activity,1022,500,53,0,0.0,0.0,0.0,True,80889
User Activity,1022,1000,53,0,0.0,0.0,0.0,True,80889
Random Reverse,1022,100,53,0,0.0,0.0,0.0,True,80889
Random Reverse,1022,500,53,0,0.0,0.0,0.0,True,80889
Random Reverse,1022,1000,53,1,0.001,0.018867924528301886,0.007480649557671022,True,80889
TF-IDF Reverse,1023,100,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1023,500,7,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1023,1000,7,0,0.0,0.0,0.0,True,80889
User Activity,1023,100,7,0,0.0,0.0,0.0,True,80889
User Activity,1023,500,7,0,0.0,0.0,0.0,True,80889
User Activity,1023,1000,7,0,0.0,0.0,0.0,True,80889
Random Reverse,1023,100,7,0,0.0,0.0,0.0,True,80889
Random Reverse,1023,500,7,1,0.002,0.14285714285714285,0.03455739865954119,True,80889
Random Reverse,1023,1000,7,1,0.001,0.14285714285714285,0.03455739865954119,True,80889
TF-IDF Reverse,1025,100,90,4,0.04,0.044444444444444446,0.06872290809701953,True,80889
TF-IDF Reverse,1025,500,90,6,0.012,0.06666666666666667,0.08239466209354523,True,80889
TF-IDF Reverse,1025,1000,90,6,0.006,0.06666666666666667,0.08239466209354523,True,80889
User Activity,1025,100,90,0,0.0,0.0,0.0,True,80889
User Activity,1025,500,90,0,0.0,0.0,0.0,True,80889
User Activity,1025,1000,90,0,0.0,0.0,0.0,True,80889
Random Reverse,1025,100,90,0,0.0,0.0,0.0,True,80889
Random Reverse,1025,500,90,0,0.0,0.0,0.0,True,80889
Random Reverse,1025,1000,90,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1028,100,9,5,0.05,0.5555555555555556,0.23409641973653883,True,80889
TF-IDF Reverse,1028,500,9,5,0.01,0.5555555555555556,0.23409641973653883,True,80889
TF-IDF Reverse,1028,1000,9,5,0.005,0.5555555555555556,0.23409641973653883,True,80889
User Activity,1028,100,9,0,0.0,0.0,0.0,True,80889
User Activity,1028,500,9,0,0.0,0.0,0.0,True,80889
User Activity,1028,1000,9,0,0.0,0.0,0.0,True,80889
Random Reverse,1028,100,9,0,0.0,0.0,0.0,True,80889
Random Reverse,1028,500,9,0,0.0,0.0,0.0,True,80889
Random Reverse,1028,1000,9,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1029,100,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1029,500,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1029,1000,17,0,0.0,0.0,0.0,True,80889
User Activity,1029,100,17,0,0.0,0.0,0.0,True,80889
User Activity,1029,500,17,0,0.0,0.0,0.0,True,80889
User Activity,1029,1000,17,0,0.0,0.0,0.0,True,80889
Random Reverse,1029,100,17,0,0.0,0.0,0.0,True,80889
Random Reverse,1029,500,17,0,0.0,0.0,0.0,True,80889
Random Reverse,1029,1000,17,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1030,100,5,1,0.01,0.2,0.05364822253323318,True,80889
TF-IDF Reverse,1030,500,5,1,0.002,0.2,0.05364822253323318,True,80889
TF-IDF Reverse,1030,1000,5,1,0.001,0.2,0.05364822253323318,True,80889
User Activity,1030,100,5,0,0.0,0.0,0.0,True,80889
User Activity,1030,500,5,0,0.0,0.0,0.0,True,80889
User Activity,1030,1000,5,0,0.0,0.0,0.0,True,80889
Random Reverse,1030,100,5,0,0.0,0.0,0.0,True,80889
Random Reverse,1030,500,5,0,0.0,0.0,0.0,True,80889
Random Reverse,1030,1000,5,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1031,100,21,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1031,500,21,2,0.004,0.09523809523809523,0.0329013675233933,True,80889
TF-IDF Reverse,1031,1000,21,2,0.002,0.09523809523809523,0.0329013675233933,True,80889
User Activity,1031,100,21,0,0.0,0.0,0.0,True,80889
User Activity,1031,500,21,0,0.0,0.0,0.0,True,80889
User Activity,1031,1000,21,0,0.0,0.0,0.0,True,80889
Random Reverse,1031,100,21,0,0.0,0.0,0.0,True,80889
Random Reverse,1031,500,21,0,0.0,0.0,0.0,True,80889
Random Reverse,1031,1000,21,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1034,100,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1034,500,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1034,1000,8,0,0.0,0.0,0.0,True,80889
User Activity,1034,100,8,0,0.0,0.0,0.0,True,80889
User Activity,1034,500,8,0,0.0,0.0,0.0,True,80889
User Activity,1034,1000,8,0,0.0,0.0,0.0,True,80889
Random Reverse,1034,100,8,0,0.0,0.0,0.0,True,80889
Random Reverse,1034,500,8,0,0.0,0.0,0.0,True,80889
Random Reverse,1034,1000,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1036,100,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1036,500,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1036,1000,18,0,0.0,0.0,0.0,True,80889
User Activity,1036,100,18,0,0.0,0.0,0.0,True,80889
User Activity,1036,500,18,0,0.0,0.0,0.0,True,80889
User Activity,1036,1000,18,0,0.0,0.0,0.0,True,80889
Random Reverse,1036,100,18,0,0.0,0.0,0.0,True,80889
Random Reverse,1036,500,18,0,0.0,0.0,0.0,True,80889
Random Reverse,1036,1000,18,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1037,100,8,2,0.02,0.25,0.21078558563971428,True,80889
TF-IDF Reverse,1037,500,8,3,0.006,0.375,0.23964427457190599,True,80889
TF-IDF Reverse,1037,1000,8,6,0.006,0.75,0.3211590425574973,True,80889
User Activity,1037,100,8,0,0.0,0.0,0.0,True,80889
User Activity,1037,500,8,0,0.0,0.0,0.0,True,80889
User Activity,1037,1000,8,0,0.0,0.0,0.0,True,80889
Random Reverse,1037,100,8,0,0.0,0.0,0.0,True,80889
Random Reverse,1037,500,8,0,0.0,0.0,0.0,True,80889
Random Reverse,1037,1000,8,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1038,100,12,3,0.03,0.25,0.14064544224008824,True,80889
TF-IDF Reverse,1038,500,12,4,0.008,0.3333333333333333,0.1642406876640331,True,80889
TF-IDF Reverse,1038,1000,12,4,0.004,0.3333333333333333,0.1642406876640331,True,80889
User Activity,1038,100,12,1,0.01,0.08333333333333333,0.03461622215569674,True,80889
User Activity,1038,500,12,1,0.002,0.08333333333333333,0.03461622215569674,True,80889
User Activity,1038,1000,12,2,0.002,0.16666666666666666,0.0545857260875445,True,80889
Random Reverse,1038,100,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1038,500,12,0,0.0,0.0,0.0,True,80889
Random Reverse,1038,1000,12,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1039,100,54,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1039,500,54,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1039,1000,54,0,0.0,0.0,0.0,True,80889
User Activity,1039,100,54,0,0.0,0.0,0.0,True,80889
User Activity,1039,500,54,1,0.002,0.018518518518518517,0.008358155349543712,True,80889
User Activity,1039,1000,54,1,0.001,0.018518518518518517,0.008358155349543712,True,80889
Random Reverse,1039,100,54,0,0.0,0.0,0.0,True,80889
Random Reverse,1039,500,54,0,0.0,0.0,0.0,True,80889
Random Reverse,1039,1000,54,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1040,100,57,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1040,500,57,0,0.0,0.0,0.0,True,80889
TF-IDF Reverse,1040,1000,57,0,0.0,0.0,0.0,True,80889
User Activity,1040,100,57,0,0.0,0.0,0.0,True,80889
User Activity,1040,500,57,0,0.0,0.0,0.0,True,80889
User Activity,1040,1000,57,0,0.0,0.0,0.0,True,80889
